2011-08-18 02:28:15,2.159.127.100,147.32.84.118,0,132,0,120,0,1,0,0,0,0,0,2,0,2,0,134,76,120,0,0.75,0.1875,0,0,0,0,2,0,2,0
2011-08-18 02:28:37,213.233.154.219,147.32.84.229,0,208,0,300,0,12,0,0,0,0,0,3,0,4,0,581.5,139502,331.5,992.25,145.5,17822.2,218.5,47742.2,12,144,6,9,5,1
2011-08-18 02:29:03,88.212.37.169,147.32.84.118,0,124,0,120,0,0,0,0,0,0,0,2,0,2,0,132,76.8,120,0,0.6,0.24,0,0,0,0,2,0,2,0
2011-08-18 02:29:43,95.210.161.212,147.32.84.118,0,248,0,240,0,3,0,0,0,0,0,4,0,4,0,151.333,1932.89,140,2000,1,1,0,0,0,0,2.33333,0.555556,2.33333,0.555556
2011-08-18 02:30:05,94.44.60.103,147.32.84.118,0,148,0,120,0,1,0,0,0,0,0,2,0,2,0,150.857,1658.12,137.143,1763.27,1,0.857143,0,0,0,0,2.28571,0.489796,2.28571,0.489796
2011-08-18 02:30:54,85.132.162.9,147.32.84.118,0,132,0,120,0,0,0,0,0,0,0,2,0,2,0,148.5,1489.75,135,1575,0.875,0.859375,0,0,0,0,2.25,0.4375,2.25,0.4375
2011-08-18 02:32:17,88.212.37.169,147.32.84.118,0,124,0,120,0,0.333333,0.222222,0,0,0,0,2,0,2,0,145.778,1383.51,133.333,1422.22,0.888889,0.765432,0,0,0,0,2.22222,0.395062,2.22222,0.395062
2011-08-18 02:33:08,140.115.25.74,147.32.84.229,0,126,0,66,0,3,0,0,0,0,0,2,0,1,0,429.667,139108,243,16326,98,16394,145.667,42437.6,8,128,4.66667,9.55556,3.66667,4.22222
2011-08-18 02:33:11,94.44.60.103,147.32.84.118,0,148,0,120,0,1,0,0,0,0,0,2,0,2,0,146,1245.6,132,1296,0.9,0.69,0,0,0,0,2.2,0.36,2.2,0.36
2011-08-18 02:33:10,140.115.25.74,147.32.84.229,0,126,0,66,0,3,0,0,0,0,0,2,0,1,0,353.75,121621,198.75,18118.7,74.25,13987.7,109.25,35806.7,6,108,4,8.5,3,4.5
2011-08-18 02:33:11,140.115.25.74,147.32.84.229,0,126,0,66,0,2.66667,0.222222,0,0,0,0,2,0,1,0,308.2,105596,172.2,17314.6,59.8,12025.4,87.4,30555,4.8,92.16,3.6,7.44,2.6,4.24
2011-08-18 02:33:11,140.115.25.74,147.32.84.229,0,126,0,66,0,3.5,2.25,0,0,0,0,2,0,1,0,277.833,92607.5,154.5,15995.2,50.8333,10423.1,72.8333,26523.5,4,80,3.33333,6.55556,2.33333,3.88889
2011-08-18 02:33:13,140.115.25.74,147.32.84.229,0,126,0,66,0,4,2.8,0,0,0,0,2,0,1,0,256.143,82200.7,141.857,14669.3,44.4286,9180.24,62.4286,23384,3.42857,70.5306,3.14286,5.83673,2.14286,3.55102
2011-08-18 02:33:14,140.115.25.74,147.32.84.229,0,126,0,66,0,4.33333,2.88889,0,0,0,0,2,0,1,0,239.875,73778.1,132.375,13465,39.625,8194.23,54.625,20887.2,3,63,3,5.25,2,3.25
2011-08-18 02:34:04,147.32.84.118,203.23.120.136,0,62,0,60,0,3,0,0,0,0,0,1,0,1,0,62,0,60,0,3,0,0,0,0,0,1,0,1,0
2011-08-18 02:34:04,122.174.15.39,147.32.84.2,0,122,0,62,0,3,0,0,0,0,0,2,0,1,0,122,0,62,0,3,0,0,0,0,0,2,0,1,0
2011-08-18 02:34:12,85.132.162.9,147.32.84.118,0,132,0,120,0,0,0,0,0,0,0,2,0,2,0,144.727,1148.56,130.909,1190.08,0.818182,0.694215,0,0,0,0,2.18182,0.330579,2.18182,0.330579
2011-08-18 02:34:14,122.174.15.39,147.32.84.2,0,122,0,62,0,2.5,0.25,0,0,0,0,2,0,1,0,122,0,62,0,2.5,0.25,0,0,0,0,2,0,1,0
2011-08-18 02:34:39,188.112.125.201,147.32.84.118,0,124,0,120,0,0,0,0,0,0,0,2,0,2,0,143,1085.67,130,1100,0.75,0.6875,0,0,0,0,2.16667,0.305556,2.16667,0.305556
2011-08-18 02:35:24,122.174.15.39,147.32.84.2,0,122,0,62,0,2.33333,0.222222,0,0,0,0,2,0,1,0,122,0,62,0,2.33333,0.222222,0,0,0,0,2,0,1,0
2011-08-18 02:35:24,122.174.15.39,147.32.84.2,0,122,0,62,0,2.5,0.25,0,0,0,0,2,0,1,0,122,0,62,0,2.5,0.25,0,0,0,0,2,0,1,0
2011-08-18 02:35:27,122.174.15.39,147.32.84.2,0,122,0,62,0,3.2,2.16,0,0,0,0,2,0,1,0,122,0,62,0,3.2,2.16,0,0,0,0,2,0,1,0
2011-08-18 02:35:42,212.201.86.130,147.32.84.118,0,124,0,120,0,0,0,0,0,0,0,2,0,2,0,141.538,1027.79,129.231,1022.49,0.692308,0.674556,0,0,0,0,2.15385,0.284024,2.15385,0.284024
2011-08-18 02:35:52,2.159.25.101,147.32.84.118,0,132,0,120,0,1,0,0,0,0,0,2,0,2,0,140.857,960.408,128.571,955.102,0.714286,0.632653,0,0,0,0,2.14286,0.265306,2.14286,0.265306
2011-08-18 02:37:38,147.32.84.118,203.23.120.136,0,62,0,60,0,2.5,0.25,0,0,0,0,1,0,1,0,62,0,60,0,2.5,0.25,0,0,0,0,1,0,1,0
2011-08-18 02:37:41,188.112.125.201,147.32.84.118,0,124,0,120,0,0.5,0.25,0,0,0,0,2,0,2,0,139.733,914.062,128,896,0.733333,0.595556,0,0,0,0,2.13333,0.248889,2.13333,0.248889
